interest,verified,cutil,term,bankrupt,ccheck
5.32,Source Verified,0.140239067,36,0,0
10.42,Verified,0.179452604,60,0,1
28.72,Source Verified,0.27608463,60,0,6
7.34,Not Verified,0.305811126,36,1,1
5.31,Source Verified,0.370586854,36,0,0
15.04,Source Verified,0.198020419,60,1,1
11.98,Source Verified,0.114228618,36,0,7
10.91,Source Verified,0.272974009,36,0,0
6.08,Not Verified,0.704564234,36,1,0
25.82,Verified,0.186692935,60,0,4
13.59,Verified,0.595144998,36,0,0
16.01,Verified,0.288109091,36,1,1
15.05,Source Verified,0.185293885,36,0,1
25.81,Verified,0.500600216,60,1,4
14.08,Verified,0.445002091,36,0,2
9.43,Not Verified,0.657384271,36,0,1
9.43,Not Verified,0.177640572,36,0,0
9.43,Verified,0.225316595,60,0,4
11.99,Source Verified,0.689233951,60,1,1
10.41,Source Verified,0.217012972,36,0,0
11.99,Source Verified,0.319054126,36,1,2
7.34,Source Verified,0.386897423,36,0,0
16.02,Source Verified,0.41450536,36,0,1
10.91,Source Verified,0.53152541,36,0,4
21.85,Verified,0.570860902,60,0,0
18.45,Source Verified,0.786359729,36,0,3
17.09,Source Verified,0.225186039,60,0,3
9.93,Source Verified,0.139513081,36,0,1
13.59,Source Verified,0.325313325,36,0,0
12.61,Not Verified,0.468577483,36,0,1
18.06,Verified,0.324240262,60,0,3
9.44,Verified,0.068931713,36,0,1
10.42,Source Verified,0.070473146,36,0,1
16.01,Verified,0.191705239,36,0,1
13.59,Verified,0.314365898,60,0,0
10.42,Source Verified,0.694639631,36,0,1
7.35,Source Verified,0.226252264,36,0,3
15.04,Not Verified,0.502108818,60,0,4
7.97,Not Verified,0.184093329,36,1,3
7.34,Source Verified,0.298539342,36,1,0
23.88,Verified,0.491494342,60,0,0
10.41,Verified,0.628702455,36,0,0
20,Not Verified,0.258416449,36,0,6
10.9,Source Verified,0.010714286,36,0,0
13.59,Verified,0.262842494,60,0,4
11.99,Source Verified,0.367707011,60,0,1
16.01,Source Verified,0.711789314,60,0,5
16.01,Not Verified,0.47810081,36,0,8
7.96,Not Verified,0.625616092,36,0,0
5.32,Verified,0.108715084,36,0,0
10.91,Verified,0.166906158,36,0,1
7.35,Not Verified,0.450856169,36,0,3
15.04,Verified,0.474764738,60,0,3
21.85,Source Verified,0.765773666,36,0,2
12.62,Source Verified,0.366901639,36,0,0
7.35,Not Verified,0.955801511,36,0,1
10.41,Verified,0.67569378,36,0,1
10.91,Verified,0.495411041,36,0,6
7.34,Not Verified,0.380944891,36,0,1
19.03,Not Verified,0.137513501,36,0,1
7.97,Source Verified,0.482017036,36,1,1
12.62,Source Verified,0.028690077,60,0,0
13.58,Source Verified,0.23370608,60,0,3
12.62,Source Verified,0.610762887,36,0,0
14.08,Not Verified,0.465821822,36,0,0
13.58,Not Verified,0.685784645,60,0,1
7.97,Source Verified,0.400596037,36,0,1
15.05,Verified,0.626232695,36,0,0
6.72,Verified,0.062159265,36,0,1
5.32,Not Verified,0.149792257,36,0,1
20,Source Verified,0.812259756,36,1,4
5.31,Source Verified,0.140245297,36,0,1
13.58,Source Verified,0.05569396,36,0,1
10.9,Not Verified,0.42518801,36,1,0
6.71,Not Verified,0.547331932,36,0,4
11.99,Not Verified,0.262910409,60,0,0
10.41,Not Verified,0.802280411,36,0,0
9.92,Not Verified,0.999180419,36,0,0
12.61,Source Verified,0.1525,60,0,1
11.98,Not Verified,0.513248789,36,1,3
10.42,Not Verified,0.195454545,36,0,0
6.72,Source Verified,0.240490431,36,0,0
15.05,Source Verified,0.278867982,60,0,4
13.58,Not Verified,0.497059194,36,0,0
17.09,Verified,0.201085276,60,0,2
9.92,Verified,0.798920269,36,0,1
10.42,Source Verified,0.243050046,36,0,2
16.01,Verified,0.582477419,36,0,1
5.32,Verified,0.137534928,36,0,3
20.39,Source Verified,0.990691719,60,0,2
11.99,Not Verified,0.25085216,36,0,0
6.72,Verified,0.528220366,36,0,5
15.04,Not Verified,0.259830254,36,0,3
9.93,Not Verified,0.39276493,36,0,1
10.91,Not Verified,0.49800464,36,1,2
6,Not Verified,0.610783133,36,0,3
10.42,Source Verified,0.685486927,60,1,4
7.35,Source Verified,0.4783882,36,0,0
9.93,Verified,0.547536465,60,0,0
11.99,Not Verified,0.210878553,36,1,2
7.34,Not Verified,0.393687778,36,1,1
18.45,Source Verified,0.862920354,36,0,0
7.97,Not Verified,0.292722705,36,0,2
28.72,Source Verified,1.006026393,60,0,0
6.08,Source Verified,0.240696497,36,0,2
12.61,Source Verified,0.213724827,60,0,1
16.02,Source Verified,0.152129791,60,0,16
12.62,Not Verified,0.1893616,60,0,0
7.97,Not Verified,0.604463293,36,0,0
9.44,Not Verified,0.596319031,36,0,2
13.59,Source Verified,0.267891566,36,1,9
11.98,Verified,0.166888889,36,0,1
10.91,Source Verified,0.5025,36,0,0
26.77,Verified,0.11563515,60,0,2
5.32,Not Verified,0.080935705,36,0,1
12.62,Not Verified,0.450079035,36,0,1
13.59,Source Verified,0.823975803,36,0,3
19.03,Verified,0.522371516,60,1,3
24.84,Not Verified,0.599139023,60,0,2
17.47,Source Verified,0.852376178,60,0,0
9.43,Source Verified,0.526897358,60,0,0
7.35,Not Verified,0.836965672,36,0,0
10.41,Not Verified,0.535057471,36,0,1
11.99,Source Verified,0.231788386,36,0,0
16.01,Not Verified,0.208809524,36,0,1
12.62,Not Verified,0.116817534,60,0,3
9.43,Source Verified,0.154300784,36,0,1
6.08,Verified,0.014831303,36,0,1
10.91,Verified,0.299319231,36,0,4
7.97,Not Verified,0.917618332,36,0,0
13.59,Verified,0.935906267,36,0,2
16.02,Verified,0.046457807,36,0,2
7.34,Not Verified,0.288296398,36,0,2
14.07,Source Verified,0.411980923,36,0,2
9.44,Source Verified,0.323138761,60,0,2
12.61,Not Verified,0.816004912,36,0,2
7.97,Not Verified,0.267011347,36,0,3
10.42,Verified,0.252484779,36,1,0
7.97,Not Verified,0.334517743,36,0,0
21.45,Verified,0.445851064,36,0,0
17.09,Source Verified,0.630999155,60,0,0
10.42,Source Verified,0.159001891,60,0,0
6.71,Not Verified,0.31324142,36,0,5
9.92,Not Verified,0.77999808,36,0,4
7.34,Not Verified,0.023973599,36,0,2
21.85,Verified,0.703470786,60,0,2
5.32,Not Verified,0.499210926,36,0,2
9.43,Not Verified,0.525611827,36,0,1
7.34,Source Verified,0.040268063,60,0,1
26.3,Not Verified,0.3481499,36,0,3
12.61,Not Verified,0.221760778,36,0,3
11.98,Source Verified,0.152767563,60,0,2
9.43,Not Verified,0.320815217,36,1,0
10.42,Not Verified,0.502623574,36,0,1
10.9,Not Verified,0.266483716,36,0,5
10.9,Not Verified,0.198943572,36,0,0
6.72,Not Verified,0.310257855,36,1,0
7.96,Verified,0.599928571,36,0,0
13.58,Source Verified,0.511590909,36,0,2
7.34,Not Verified,0.059953586,60,0,1
15.04,Verified,0.947579534,36,0,0
6.08,Not Verified,0.08505337,36,0,3
7.96,Not Verified,0.036035522,36,0,4
6.07,Not Verified,0.131188406,36,0,5
10.9,Source Verified,0.751717785,60,1,6
6.72,Source Verified,0.157135034,36,0,5
11.99,Not Verified,0.725313844,36,0,0
15.04,Not Verified,0.03666788,36,0,4
16.01,Verified,0.240201089,36,0,2
7.34,Verified,0.441574919,36,0,7
7.35,Not Verified,0.43207998,36,1,4
5.31,Source Verified,0.28760806,36,0,0
13.59,Source Verified,0.906704551,60,0,6
9.43,Not Verified,0.287115126,36,0,2
7.97,Not Verified,0.239344262,36,0,4
6.07,Not Verified,0.422126722,36,0,1
11.99,Not Verified,0.867860641,36,0,0
14.08,Not Verified,0.145986538,60,0,0
15.04,Not Verified,0.380724135,36,0,0
7.35,Source Verified,0.715821501,36,0,0
9.43,Source Verified,0.198615465,36,0,4
11.98,Source Verified,0.146753781,36,0,1
5.32,Not Verified,0.001733774,36,0,1
18.06,Verified,0.435215168,60,0,4
11.98,Not Verified,0.182334148,36,0,0
10.9,Not Verified,0.620162413,36,1,4
21.45,Verified,0.880979592,60,0,0
11.98,Source Verified,0.31945098,60,0,0
6.07,Verified,0.110635228,36,0,0
6.72,Not Verified,0.487246917,36,0,0
10.41,Source Verified,0.177210594,60,0,0
7.35,Verified,0.57660622,36,0,0
10.9,Not Verified,0.757696581,36,0,1
19.03,Not Verified,0.26950722,60,0,2
6.71,Not Verified,0.070821517,36,0,2
11.99,Source Verified,0.225057971,36,0,0
10.42,Not Verified,0.387709251,36,0,2
17.47,Not Verified,0.6471756,60,0,0
9.93,Not Verified,0.675143789,36,0,1
15.05,Source Verified,0.589362187,60,0,0
10.9,Source Verified,0.090668795,60,1,3
13.59,Source Verified,0.061914202,36,0,8
19.03,Not Verified,0.927142148,36,0,1
19.42,Not Verified,0.248349487,36,0,4
19.03,Verified,1.028934871,36,0,1
14.08,Verified,0.037894766,36,0,3
6.08,Not Verified,0.689649651,36,0,0
5.31,Source Verified,0.23729548,36,0,4
13.59,Not Verified,0.139828332,60,0,2
16.02,Source Verified,0.799374004,36,1,2
14.08,Source Verified,0.581436106,36,0,3
6.07,Source Verified,0.213899426,36,0,2
11.98,Source Verified,0.387451663,36,1,2
13.59,Verified,0.549351727,36,0,3
10.41,Source Verified,0.652738612,36,0,3
20,Source Verified,0.589414859,60,1,2
7.97,Source Verified,0.75094126,36,0,0
9.44,Not Verified,0.254,36,0,0
14.08,Source Verified,0.087735519,36,0,5
21.45,Verified,0.419659001,36,0,1
9.93,Source Verified,0.582569754,36,0,2
12.61,Source Verified,0.41360697,36,0,3
5.32,Not Verified,0.758017717,36,0,0
7.96,Verified,0.629365102,36,1,0
5.32,Source Verified,0.34133831,36,1,0
7.35,Source Verified,0.060273944,36,0,6
16.02,Verified,0,60,0,0
5.32,Not Verified,0.211152362,36,0,0
6.72,Not Verified,0.103470584,60,0,0
26.3,Source Verified,0.854357315,60,0,0
12.62,Not Verified,0.183072111,60,0,1
19.42,Source Verified,0.757275378,36,0,1
11.98,Not Verified,0.853906501,36,0,15
10.42,Source Verified,0.394366608,36,0,3
7.97,Verified,0.829692893,36,0,0
9.43,Source Verified,0.047792099,36,0,0
16.02,Verified,0.270839161,36,0,1
10.42,Source Verified,0.513457365,36,0,2
9.43,Not Verified,0.096419838,36,0,1
14.08,Not Verified,0.244301726,36,0,5
20,Not Verified,0.395754717,36,0,2
20,Not Verified,0.474194623,60,1,2
10.41,Not Verified,0.704887516,36,0,2
18.45,Source Verified,0.799503499,60,0,7
12.62,Verified,0.066770273,60,0,0
10.42,Not Verified,0.731362624,36,0,0
5.31,Source Verified,0.040214987,36,0,2
11.99,Source Verified,0.576445183,36,1,1
10.9,Not Verified,0.225446739,36,0,0
17.09,Not Verified,0.690203562,60,0,0
5.32,Not Verified,0.127383961,36,0,0
22.9,Verified,0.105283901,36,0,5
10.42,Source Verified,0.507721481,36,0,4
10.42,Not Verified,0.480258782,60,1,0
6.07,Not Verified,0.181208861,36,0,0
14.07,Verified,0.123645307,60,0,1
10.9,Verified,0.669799932,36,0,0
10.91,Source Verified,0.077080751,36,0,0
17.47,Not Verified,0.655030392,36,0,2
12.62,Verified,0.239271984,36,0,0
7.96,Verified,0.397991942,36,0,4
7.97,Verified,0.582668919,36,1,0
13.58,Verified,0.895625369,60,NA,1
26.77,Verified,0.26022769,60,1,3
9.43,Not Verified,0.294834991,36,0,0
23.88,Source Verified,0.301736465,36,0,1
11.99,Not Verified,0.435878028,36,0,3
6.07,Source Verified,0.121022648,36,0,1
14.08,Not Verified,0.282545669,36,0,1
14.07,Not Verified,1.134496978,36,0,1
15.04,Not Verified,0.152217206,36,0,2
7.34,Source Verified,0.342070934,36,0,1
9.43,Not Verified,0.184564839,60,0,1
9.92,Source Verified,1.047531655,60,0,3
19.03,Not Verified,0.874903952,36,0,0
15.04,Source Verified,0.253567599,60,0,10
13.59,Source Verified,0.474818477,36,0,5
11.99,Source Verified,0.154462006,36,0,1
21.85,Verified,0.172416897,60,0,2
10.91,Source Verified,0.446849918,36,1,2
9.43,Not Verified,0.08478,60,0,3
5.31,Not Verified,0.083452896,36,1,1
5.31,Not Verified,0.194777778,36,0,0
5.32,Not Verified,0.217058824,36,0,0
7.97,Not Verified,0.644289631,36,0,1
6.72,Source Verified,0.213904058,36,0,0
15.05,Source Verified,0.092146426,60,0,2
7.96,Source Verified,0.086494845,36,0,0
18.06,Not Verified,0.672718779,36,0,2
13.59,Source Verified,0.301529998,36,1,0
17.09,Not Verified,0.511693548,36,0,2
11.98,Source Verified,0.726617647,36,0,0
11.99,Verified,0.026202509,36,0,0
20,Not Verified,0.717816277,36,1,4
7.35,Source Verified,0.065415391,60,0,2
10.41,Not Verified,0.430839895,36,0,0
10.42,Not Verified,0.182824302,36,0,4
7.34,Not Verified,0.816764706,36,0,0
7.34,Not Verified,0.325795374,36,0,1
16.01,Verified,0.092734764,36,0,0
15.05,Source Verified,0.617527707,36,0,0
14.08,Source Verified,0.681062356,60,0,12
9.92,Source Verified,0.421249964,60,0,0
15.04,Verified,0.894209599,36,0,3
9.44,Source Verified,0.51748753,36,1,5
13.59,Not Verified,0.152313287,60,1,11
6.72,Source Verified,0.306612421,36,0,1
13.59,Source Verified,0.512056738,60,1,2
30.79,Verified,0.230643336,60,0,2
9.93,Verified,0.20557924,60,0,3
15.05,Not Verified,0.226735138,60,0,5
7.96,Verified,0.225937756,36,0,0
7.34,Not Verified,0.587447654,36,0,0
10.42,Source Verified,0.173137584,60,0,0
14.08,Verified,0.656665297,36,0,0
11.98,Not Verified,0.730642305,36,0,7
7.35,Verified,0.723122924,36,0,1
13.58,Verified,0.175219649,36,0,1
13.58,Verified,0.034067985,60,0,3
16.02,Not Verified,0.616032228,60,0,0
7.35,Not Verified,0.597084825,36,0,1
17.09,Not Verified,0.576979601,36,0,1
15.05,Verified,0.130730802,36,0,3
18.45,Source Verified,0.687208481,60,0,0
19.42,Verified,0.702139535,36,0,3
10.42,Source Verified,0.251511612,60,0,8
14.08,Not Verified,0.48703338,36,1,2
12.61,Source Verified,0.45407754,60,0,1
19.03,Verified,0.170535241,60,1,7
19.03,Verified,0.48520021,36,1,3
7.34,Source Verified,0.571968191,36,1,0
13.59,Not Verified,0.598274186,36,0,0
9.44,Not Verified,0.558922182,36,1,1
9.92,Source Verified,0.366883163,36,0,7
26.77,Verified,0.395005332,60,0,3
10.41,Not Verified,0.499909677,36,0,2
19.03,Source Verified,0.226347262,36,1,3
9.92,Not Verified,0.082142114,60,0,4
11.99,Not Verified,0.59788287,36,1,2
17.09,Not Verified,0.277670464,36,1,2
11.98,Not Verified,0.407424242,36,0,0
17.09,Source Verified,0.802631187,36,0,4
10.41,Verified,0.117011038,36,0,0
18.06,Source Verified,0.582326955,60,0,2
6.72,Source Verified,0.561743462,36,0,0
9.43,Source Verified,0.076716763,36,0,1
21.45,Verified,0.813508772,36,0,1
10.41,Source Verified,0.2265498,36,1,6
11.99,Not Verified,0.199172385,36,0,0
5.32,Verified,0.59124221,36,0,0
9.44,Not Verified,0.053838204,60,0,0
10.9,Not Verified,0.065188388,60,1,5
9.44,Verified,0.413023683,36,0,2
9.92,Not Verified,0.1283697,60,0,4
7.35,Not Verified,0.018888889,60,0,2
11.98,Source Verified,0.292361054,60,0,0
7.96,Not Verified,0.364996441,36,0,0
19.03,Source Verified,0.622879581,36,0,4
10.91,Not Verified,0.83961063,36,0,6
12.61,Source Verified,0.06555889,36,0,0
10.41,Source Verified,0.08433678,36,0,1
13.58,Source Verified,0.111515494,60,0,0
9.92,Source Verified,0.566096467,36,0,1
6.08,Source Verified,0.558344123,36,0,0
13.59,Not Verified,0.744049181,36,0,3
10.41,Not Verified,0.37628827,36,0,0
21.85,Verified,0.828823426,60,0,1
9.44,Source Verified,0.063607991,36,0,0
7.97,Source Verified,0.337091495,36,0,8
12.61,Source Verified,0.745293731,36,0,2
7.34,Source Verified,0.698441546,36,1,1
14.07,Not Verified,0.570499287,36,0,0
16.01,Source Verified,0.25905145,36,0,3
6.07,Source Verified,0.119568028,36,0,3
10.42,Verified,0.623339211,36,0,1
6.71,Not Verified,0.227715732,36,0,1
7.35,Not Verified,0.200204499,36,0,0
9.93,Not Verified,0.436444444,36,0,0
12.61,Not Verified,0.754318537,36,1,2
14.08,Not Verified,0.189787211,36,0,1
9.44,Not Verified,0.572461538,36,0,1
5.31,Source Verified,0.280762692,36,1,4
12.61,Source Verified,0.086920823,36,0,1
7.34,Verified,0.124981685,36,0,1
6.07,Not Verified,0.131491399,36,0,0
10.41,Verified,0.565779546,36,0,0
19.42,Source Verified,0.35375,60,1,1
6.08,Source Verified,0.048960765,36,0,1
20,Source Verified,0.39820511,36,0,2
5.32,Not Verified,0.537482703,36,0,0
13.58,Verified,0.710757576,36,1,0
11.98,Source Verified,0.472560886,36,0,4
14.07,Not Verified,0.803845416,60,0,2
15.05,Source Verified,0.649688376,60,0,3
13.58,Verified,0.578550725,36,0,0
10.42,Verified,0.357720844,60,0,3
10.42,Verified,0.392035029,60,0,2
5.32,Source Verified,0.418025526,36,0,3
6.72,Verified,0.060424834,36,0,0
7.97,Verified,0.398349363,36,0,3
12.61,Source Verified,0.781481606,60,0,2
9.92,Source Verified,0.348895582,36,0,1
7.96,Not Verified,0.937821085,36,0,2
13.59,Source Verified,0.289256737,60,0,3
14.08,Source Verified,0.701089923,36,0,2
23.88,Verified,0.880072513,60,0,7
7.34,Not Verified,0.304092591,36,0,1
21.45,Source Verified,0.738831075,36,0,3
9.44,Not Verified,0.310902367,36,0,2
12.62,Verified,0.733218083,36,0,3
15.05,Source Verified,0.537632541,60,0,1
13.58,Verified,0.624371781,36,0,4
10.41,Verified,0.316204315,36,0,1
9.93,Source Verified,0.272091619,36,0,2
7.97,Not Verified,0.411643454,36,1,4
17.09,Source Verified,0.178584999,60,0,5
13.59,Source Verified,0.486359456,60,0,2
14.07,Source Verified,0.527302264,36,0,5
7.96,Source Verified,0.244217015,36,1,0
21.45,Source Verified,0.502877596,60,0,1
9.43,Not Verified,0.43699822,60,0,2
9.44,Verified,0.242391871,36,0,2
16.01,Verified,0.271888152,36,1,5
7.97,Not Verified,0.308143676,36,0,3
23.88,Verified,0.125430633,60,0,5
19.42,Source Verified,0.592168426,60,0,0
10.41,Source Verified,0.767343801,36,0,1
19.03,Verified,0.744306868,60,0,4
17.47,Verified,0.631473088,36,0,1
10.91,Not Verified,0.648377264,36,0,1
11.99,Source Verified,0.888592268,36,1,11
10.91,Not Verified,0.616226658,36,0,2
9.93,Source Verified,0.506290422,36,0,1
14.07,Not Verified,0.376792453,36,0,0
7.34,Not Verified,0.224808296,36,0,1
7.97,Verified,0.426688387,36,0,4
9.92,Not Verified,0.839404217,36,0,2
13.59,Source Verified,0.484310345,60,0,0
11.98,Source Verified,0.285509098,36,0,2
21.45,Verified,0.220273997,60,0,0
19.03,Verified,0.207458885,60,0,3
7.96,Source Verified,0.142422892,36,0,4
19.03,Verified,0.205954715,36,0,3
16.01,Verified,0.337656904,60,0,3
12.62,Not Verified,0.181843877,60,1,3
5.31,Not Verified,0.07565813,36,0,1
18.45,Verified,0.069421488,60,0,0
11.99,Not Verified,0.189944536,36,0,3
15.04,Verified,0.588192306,36,0,2
12.62,Source Verified,0.970491803,36,0,0
6.08,Verified,0.049299385,36,0,2
5.32,Verified,0.114199067,36,0,1
20,Source Verified,0.694579033,60,0,0
9.92,Not Verified,0.039413821,60,0,4
17.47,Source Verified,0.781158626,60,0,0
21.45,Source Verified,0.022069743,36,0,0
13.58,Not Verified,0.383594974,36,0,6
21.45,Source Verified,0.147760619,60,0,2
16.01,Verified,0.678591412,36,0,4
15.04,Source Verified,0.078027715,60,0,1
20,Not Verified,0.731032408,36,1,0
14.07,Source Verified,0.294515021,36,0,2
10.9,Source Verified,0.651538956,60,0,0
17.09,Source Verified,0.615849543,60,0,4
7.34,Verified,0.026468285,60,0,1
7.96,Source Verified,0.631983756,36,0,0
6.07,Not Verified,0.070670634,36,0,2
6.08,Source Verified,0.381847238,36,0,8
10.9,Verified,0.322316281,60,0,2
10.42,Source Verified,0.035106567,60,0,0
13.58,Source Verified,0.196589877,60,0,6
16.02,Source Verified,0.067410296,36,0,4
7.97,Not Verified,0.102021133,36,0,3
11.99,Not Verified,0.465864541,36,0,6
17.09,Source Verified,0.127701284,60,0,4
6.08,Verified,0.004696575,36,0,1
9.44,Source Verified,0.125241251,36,0,0
5.32,Not Verified,0.199273623,36,0,0
9.93,Source Verified,0.247216981,36,0,0
15.05,Source Verified,0.741898939,60,0,1
14.07,Source Verified,0.114466233,36,0,9
10.42,Not Verified,0.921918538,36,0,1
12.62,Verified,0.727609416,36,1,0
14.07,Not Verified,0.203634832,36,0,2
14.07,Not Verified,0.147445499,36,0,0
6.08,Not Verified,0.148186232,36,0,2
9.44,Source Verified,0.422162277,36,0,0
19.42,Not Verified,0.202561493,36,0,4
20,Verified,0.388671299,36,0,0
14.07,Source Verified,0.290407757,60,0,3
9.93,Not Verified,0.069611885,36,0,1
16.01,Source Verified,0.151849671,36,0,6
16.01,Source Verified,0.501561772,60,0,1
15.05,Verified,0.724594713,36,0,0
13.58,Verified,0.245168821,36,0,0
10.42,Source Verified,0.46847973,60,0,0
12.62,Source Verified,0.169229239,60,0,0
12.62,Source Verified,0.611235955,36,0,2
6.08,Not Verified,0.676939451,36,0,1
18.06,Verified,0.566578635,36,1,1
10.42,Not Verified,0.425141149,36,1,3
10.9,Verified,0.333956544,60,0,0
7.96,Not Verified,0.847215089,36,0,7
9.93,Not Verified,0.568111511,36,0,0
9.93,Source Verified,0.130184697,36,0,0
15.05,Source Verified,0.210453062,36,0,1
9.43,Source Verified,0.528375352,36,0,0
10.9,Source Verified,1.66127829,36,0,1
10.42,Source Verified,0.127647741,36,0,6
7.97,Source Verified,0.266510521,36,0,2
5.31,Not Verified,0.447413996,36,0,0
7.35,Not Verified,0.457942736,36,0,1
5.31,Not Verified,0.238915663,36,0,0
16.02,Source Verified,0.243722045,36,0,3
6.72,Not Verified,0.070930757,36,0,0
17.47,Source Verified,0.608333333,60,0,0
9.43,Not Verified,0.15656963,36,0,1
15.04,Not Verified,0.599909849,36,0,0
7.96,Source Verified,0.180866133,36,0,0
19.03,Verified,0.332172103,60,0,5
5.32,Not Verified,0.059926343,36,0,1
13.58,Verified,0.231182513,60,0,3
10.9,Source Verified,0.487328352,36,0,1
11.99,Not Verified,0.411878788,36,0,2
7.96,Not Verified,0.152069464,36,0,3
15.04,Not Verified,0.058348376,36,0,1
7.34,Not Verified,0.176742406,36,0,2
9.43,Not Verified,0.156895973,36,1,0
9.92,Verified,0.337578996,36,0,0
7.34,Source Verified,0.660517835,36,0,2
20,Source Verified,0.675056818,60,0,0
24.85,Verified,0.790490342,60,0,1
14.07,Not Verified,0.629731052,60,0,1
10.91,Source Verified,0.069015355,60,0,3
10.41,Source Verified,0.643584071,36,0,1
12.62,Source Verified,0.269319271,60,0,2
10.42,Source Verified,0.080857365,60,0,0
6.71,Source Verified,0.164720374,36,0,1
7.97,Verified,0.640479337,36,0,9
7.97,Not Verified,0.608909336,36,0,1
13.58,Source Verified,0.166724022,60,0,2
5.32,Not Verified,0.290896861,36,0,1
15.04,Not Verified,0.577270395,36,1,17
9.43,Not Verified,0.149360835,36,0,1
14.08,Source Verified,0.498483001,36,0,4
9.44,Not Verified,0.6663185,36,0,1
18.06,Verified,0.066833333,60,0,1
26.3,Verified,1.167426964,60,0,0
7.34,Source Verified,0.013726096,36,0,0
5.32,Not Verified,0.183937138,36,0,2
19.03,Not Verified,0.79622968,60,0,7
15.05,Source Verified,0.106890756,36,0,1
10.91,Not Verified,0.242242744,36,0,3
6.72,Not Verified,0.136761475,36,0,1
12.61,Source Verified,0.198524708,36,0,3
16.02,Verified,0.63812679,36,1,4
12.62,Source Verified,0.823031747,36,0,1
10.9,Not Verified,0.10693692,60,0,0
16.02,Verified,0.103799627,36,0,1
9.44,Not Verified,0.664558824,36,1,0
21.45,Not Verified,0.432514865,60,0,1
9.43,Source Verified,0.049058606,36,0,2
19.42,Source Verified,0.068239573,36,0,3
5.32,Not Verified,0.434349066,36,0,1
10.91,Not Verified,0.332522124,36,0,3
6.72,Not Verified,0.163168351,36,0,0
7.35,Not Verified,0.214388889,36,0,0
10.91,Source Verified,0.497885041,36,0,9
28.72,Source Verified,0.759056036,60,0,3
13.59,Verified,0.343644433,36,0,0
10.42,Source Verified,0.047840344,36,0,2
5.31,Not Verified,0.313128225,36,0,1
14.08,Not Verified,0.581811767,36,0,4
6.08,Not Verified,0.651317685,36,0,5
9.44,Not Verified,0.513116514,36,1,3
9.44,Not Verified,0.499121201,36,0,1
13.59,Verified,0.261528603,36,0,0
12.61,Not Verified,0.524169279,60,0,0
10.42,Source Verified,0.261014566,60,1,1
23.88,Verified,0.869779414,36,0,0
12.61,Source Verified,0.441950037,36,0,4
15.05,Verified,0.268325288,36,0,1
10.91,Source Verified,0.056027242,36,0,0
6.71,Source Verified,0.046919708,36,1,0
15.05,Source Verified,0.675590637,60,0,13
12.62,Source Verified,0.620221371,36,0,1
7.97,Verified,0.07736211,36,0,1
15.04,Source Verified,0.585423665,60,0,5
22.9,Source Verified,0.35865851,36,0,2
11.98,Source Verified,0.397887627,60,0,2
16.02,Source Verified,0.79613737,36,0,11
7.34,Not Verified,0.114317254,36,1,2
11.99,Verified,0.516267872,36,0,1
20.39,Verified,0.499965171,36,1,3
7.34,Not Verified,0.087071608,60,0,2
6.08,Source Verified,0.754420305,36,0,0
13.58,Verified,0.537954641,60,0,1
6.08,Not Verified,0.077036536,36,0,1
14.08,Verified,0.267442799,60,0,2
10.9,Source Verified,0.174416124,60,1,0
18.06,Not Verified,0.495304882,60,0,1
12.61,Source Verified,0.282407672,60,0,0
13.59,Source Verified,0.265788687,60,0,0
7.97,Verified,0.09927305,36,0,1
12.61,Source Verified,0.656126607,60,1,1
7.96,Source Verified,0.238961091,36,0,0
17.47,Not Verified,0.500509244,36,0,12
6.07,Not Verified,0.159033514,36,0,1
12.62,Source Verified,0.080818719,36,0,4
9.92,Not Verified,0.319545455,36,0,0
11.99,Source Verified,0.086625358,60,0,2
7.34,Source Verified,0.850375463,36,1,1
16.01,Source Verified,0.551082896,36,0,2
15.05,Source Verified,1.118085694,60,0,2
16.01,Source Verified,0.150011262,60,0,1
9.44,Source Verified,0.157539532,36,1,14
9.92,Not Verified,0.351414634,60,1,1
13.59,Not Verified,0.495533981,36,0,0
15.04,Source Verified,0.398429752,60,0,4
20.39,Verified,0.194684461,36,0,4
6.08,Not Verified,0.687586354,36,0,1
19.42,Source Verified,0.401017117,36,1,3
19.42,Source Verified,0.971868132,36,0,0
9.44,Verified,0.170071502,36,0,5
14.07,Source Verified,0.287324558,36,1,0
9.44,Verified,0.537226055,36,0,1
9.92,Source Verified,0.399789279,36,0,1
7.34,Source Verified,0.190871771,36,0,0
6.08,Source Verified,0.193945784,36,0,13
9.92,Not Verified,0.441859361,36,0,3
14.08,Source Verified,0.282859626,60,0,6
18.06,Verified,0.115568348,36,0,6
19.03,Source Verified,0.146030542,36,1,1
19.03,Source Verified,0.859809524,36,0,0
9.93,Not Verified,0.605988805,36,0,3
11.99,Source Verified,0.963346831,60,0,0
7.34,Source Verified,0.025449598,60,0,0
7.35,Source Verified,0.113535863,36,0,3
12.61,Not Verified,0.138442475,36,0,5
10.91,Source Verified,0.359706694,36,0,0
21.45,Verified,0.111890268,36,1,1
9.44,Source Verified,0.719204432,36,0,0
12.62,Verified,0.254523405,36,0,2
13.58,Not Verified,1.248186019,36,0,1
16.02,Source Verified,0.409113567,36,0,1
21.45,Not Verified,0.945507126,36,0,3
6.71,Source Verified,0.100022762,36,0,5
14.08,Source Verified,0.546358348,60,1,1
12.61,Not Verified,0.086922043,36,0,10
6.08,Not Verified,0.557094982,36,0,4
